Influent pH,Influent NH4+-N,Influent TN,Influent Flowrate,Wastewater Temperature,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Effluent COD,Effluent TN,Energy Consumption,External Carbon Source
7.43,42.40,57.30,37849.00,28.10,4.73,16.10,50.10,9.29,5.86,18.20,15.80,21.20,13.80,13580.00,2.74
7.28,38.20,43.30,60119.00,28.60,3.07,23.70,62.90,13.90,0.07,39.80,10.30,23.50,7.70,21300.00,4.56
7.01,37.20,44.30,33480.00,25.90,7.28,25.90,69.50,16.30,0.15,49.40,14.00,23.70,10.90,15800.00,3.65
7.50,53.40,56.70,24270.00,22.80,8.60,19.70,78.30,14.20,3.90,43.20,7.94,36.70,7.74,13120.00,4.11
7.09,33.80,36.50,23669.00,15.60,10.88,20.90,85.90,16.20,4.33,23.50,9.54,27.60,8.46,12480.00,2.74
7.32,31.50,36.10,41499.00,17.90,8.16,21.10,46.50,16.80,0.17,34.20,13.50,22.00,10.50,16300.00,3.66
7.16,27.50,34.50,24001.00,16.20,11.99,16.50,53.40,8.36,5.92,20.50,7.68,19.60,8.51,13320.00,2.28
7.18,42.90,44.10,31030.00,19.70,12.53,24.40,108.00,19.80,0.17,39.70,13.20,33.10,11.30,15750.00,3.19
7.30,17.80,22.20,46570.00,17.60,6.28,41.90,57.60,12.50,3.32,32.20,10.30,29.60,10.60,17820.00,3.66
7.28,43.20,70.20,23760.00,27.80,8.09,17.70,83.90,11.20,5.67,30.90,8.25,33.70,10.70,13200.00,2.74
7.20,31.80,39.70,38219.00,26.40,8.82,20.50,68.00,6.12,0.07,63.00,4.18,13.00,7.75,18550.00,3.20
7.51,27.60,32.10,43921.00,18.70,8.86,36.30,37.90,9.35,7.08,26.90,8.55,22.20,6.79,17240.00,2.74
7.44,45.60,47.30,22840.00,20.30,9.75,14.10,80.80,14.50,4.14,37.40,8.41,37.40,8.41,13220.00,3.20
7.21,23.00,29.60,16449.00,17.10,10.06,21.60,48.10,15.90,4.82,18.50,13.60,19.40,9.27,11020.00,1.82
6.98,39.90,43.40,44150.00,26.40,8.77,24.10,48.80,18.50,0.15,38.50,12.70,22.30,9.75,16600.00,3.19
7.23,31.50,36.90,31360.00,16.10,10.31,24.90,77.40,15.30,0.21,45.80,10.40,27.70,10.20,14700.00,2.74
7.24,33.20,39.30,41860.00,28.40,1.74,22.10,76.80,18.60,2.60,23.90,21.00,29.70,13.20,16820.00,2.95
7.12,38.10,40.40,55579.00,27.20,11.04,23.80,56.20,15.00,0.15,47.30,12.30,36.40,9.75,20000.00,3.19
7.20,8.59,12.70,49461.00,19.70,9.70,9.59,27.60,5.91,0.08,24.20,5.13,18.20,8.17,20050.00,1.82
7.35,47.40,49.40,30469.00,19.20,5.93,28.90,122.00,21.70,0.18,48.60,13.50,30.10,11.30,20150.00,2.28
7.36,39.30,51.30,26629.00,29.60,8.49,24.70,54.10,10.60,5.47,24.20,9.75,28.60,10.40,13560.00,2.74
7.12,34.20,42.10,32370.00,28.50,3.45,19.20,22.60,16.20,6.93,22.20,12.40,25.60,8.29,12380.00,2.31
7.24,37.50,40.10,43410.00,23.60,11.42,24.30,73.20,13.00,0.15,45.80,11.10,25.30,10.10,16600.00,2.74
7.15,16.10,18.50,43709.00,18.70,8.10,35.70,41.90,9.73,7.14,21.10,9.09,24.20,7.06,17020.00,3.19
7.34,24.40,32.50,41360.00,16.60,7.75,5.41,36.70,17.80,4.19,21.60,14.80,29.50,13.50,17040.00,3.65
7.19,49.10,49.80,34171.00,19.80,7.35,29.20,141.00,23.90,0.19,41.90,14.50,24.80,11.30,17050.00,2.74
7.59,25.10,29.50,25470.00,19.60,9.41,8.66,44.80,6.50,6.52,32.80,7.66,20.00,15.00,7240.00,2.48
7.13,29.60,35.80,43080.00,18.40,5.82,24.30,62.70,16.00,0.43,27.80,13.00,25.90,13.00,13980.00,3.65
7.07,34.60,35.20,51841.00,29.10,8.50,20.40,49.20,13.50,0.13,40.30,9.69,25.40,8.91,20400.00,2.74
7.23,34.10,37.60,34590.00,17.00,11.02,19.20,57.90,13.70,4.47,22.60,10.90,27.40,11.30,14120.00,2.71
7.31,30.10,38.10,41990.00,19.70,7.96,24.90,84.10,12.30,0.09,45.40,11.30,29.50,9.64,15980.00,3.65
7.26,39.90,51.60,25520.00,22.90,3.59,35.80,70.00,18.70,0.09,49.80,18.20,29.60,14.30,15940.00,3.65
7.21,36.30,46.20,41889.00,29.20,9.02,33.00,65.20,10.00,0.07,48.40,10.00,27.20,7.17,18450.00,3.65
7.04,35.20,46.50,56770.00,29.10,8.39,22.10,43.70,14.40,0.13,40.70,10.30,28.40,9.38,18700.00,2.74
7.42,44.10,54.50,26540.00,29.20,7.83,24.10,42.20,13.50,4.34,20.70,9.70,25.10,10.10,12620.00,3.19
7.48,39.20,40.50,36730.00,19.60,4.89,11.40,30.80,23.10,2.81,29.30,21.40,28.90,13.10,15460.00,2.88
7.23,17.50,18.20,62060.00,28.80,9.81,23.80,57.20,12.00,0.07,32.40,9.90,22.90,9.01,19900.00,1.82
7.36,28.70,38.00,37079.00,19.60,9.12,20.50,73.00,10.60,0.09,46.60,7.07,30.80,9.43,15040.00,3.19
7.36,43.20,45.10,33890.00,18.10,7.99,23.90,117.00,18.20,0.20,50.00,13.20,33.80,11.80,20600.00,3.65
7.22,36.40,43.60,41121.00,28.70,4.98,11.30,34.90,12.30,4.78,21.30,15.30,20.30,11.70,14020.00,1.82
7.08,28.60,37.60,41259.00,28.40,2.76,19.50,32.40,12.00,3.91,17.60,12.60,15.60,12.30,13180.00,1.82
7.25,31.90,33.00,31770.00,29.60,2.74,19.40,47.70,17.80,4.52,26.10,17.30,22.00,12.50,12680.00,3.10
7.09,31.60,34.40,15240.00,27.90,4.57,19.50,35.70,11.80,4.85,29.90,7.91,23.10,8.98,11380.00,2.32
7.60,38.90,40.40,42511.00,28.40,3.00,32.70,70.80,18.90,1.49,37.60,15.20,31.00,12.00,16280.00,5.48
7.24,27.70,28.80,67330.00,30.70,5.76,21.70,63.20,12.30,0.14,40.50,11.20,22.50,9.43,20200.00,3.19
7.24,25.10,30.40,40170.00,19.70,6.29,31.90,84.30,15.40,0.47,26.40,12.50,27.20,12.40,12460.00,2.74
7.36,19.70,21.30,44560.00,20.30,9.67,29.80,21.30,12.30,7.45,14.00,12.00,18.20,10.60,14680.00,0.94
8.16,54.40,55.20,27390.00,16.80,5.55,16.20,63.20,19.70,2.30,33.20,18.40,21.20,14.30,15280.00,14.62
7.15,32.70,35.80,66411.00,30.30,4.44,21.30,51.60,13.50,0.13,37.00,11.30,24.80,8.91,20800.00,2.74
7.50,24.20,26.00,27840.00,18.20,7.33,11.80,61.20,5.57,5.05,30.40,8.04,23.60,13.40,8360.00,2.41
7.81,27.60,29.40,44030.00,29.20,2.43,26.80,61.90,13.10,2.06,32.50,10.20,33.00,8.01,16260.00,3.66
7.86,8.52,11.50,57606.00,28.00,6.17,22.20,52.40,3.00,4.65,28.60,4.02,33.00,9.09,17480.00,3.65
7.22,20.60,25.10,48780.00,20.70,9.59,13.40,70.20,6.75,0.08,40.50,5.23,18.00,7.38,19750.00,4.11
7.38,36.70,45.80,25049.00,28.30,4.61,18.90,55.70,16.50,3.01,14.70,14.50,20.90,10.50,13580.00,3.19
7.01,33.90,34.80,45620.00,24.10,10.36,23.70,52.00,15.80,0.15,38.20,12.70,29.90,9.38,15950.00,3.19
7.11,29.80,37.20,29770.00,19.20,11.72,18.70,49.00,10.70,5.51,24.80,9.54,23.10,8.46,13760.00,1.82
7.38,27.60,34.30,43590.00,23.50,6.22,38.50,43.20,11.00,6.69,21.40,9.51,21.40,8.07,16180.00,3.19
6.98,27.50,34.50,29270.00,19.20,11.26,16.20,55.70,12.70,3.48,27.20,7.06,27.40,10.80,14100.00,2.74
7.31,40.50,47.50,37020.00,28.60,6.95,17.10,63.60,8.20,4.99,31.90,10.90,20.50,12.20,13840.00,2.74
7.08,34.40,36.90,39270.00,29.10,2.27,20.10,68.20,11.90,2.23,29.90,10.10,27.30,7.65,15880.00,3.66
7.32,39.20,66.60,30870.00,28.60,7.12,15.80,65.40,5.93,5.64,32.80,12.30,20.50,13.90,13680.00,3.19
7.25,25.20,36.90,36389.00,29.60,6.24,24.60,26.50,11.60,6.27,14.80,12.10,15.20,13.00,13640.00,1.83
6.92,37.40,38.00,17480.00,23.80,9.74,17.20,148.00,15.60,5.17,42.40,13.90,43.60,8.36,12040.00,5.02
7.18,47.50,108.00,23990.00,24.40,8.81,16.60,81.60,10.50,5.59,27.40,9.49,35.50,10.50,12980.00,3.66
7.15,27.40,42.10,47050.00,18.90,8.66,33.10,37.60,13.50,4.45,20.00,12.00,19.20,9.35,13960.00,1.82
7.32,47.70,49.70,29720.00,18.70,9.08,26.10,142.00,22.00,0.20,47.00,13.80,35.40,10.20,20400.00,5.48
7.27,28.10,35.10,44381.00,18.40,8.05,21.70,64.00,14.80,0.43,39.00,10.50,28.20,9.38,16760.00,3.74
6.80,16.20,18.20,50469.00,28.90,6.08,27.20,47.00,6.95,4.27,22.00,7.33,24.80,7.54,17020.00,3.66
7.14,34.90,38.90,66080.00,30.20,5.25,21.80,41.20,17.20,0.14,41.60,14.30,20.40,8.96,20650.00,3.19
7.38,24.40,27.90,39630.00,18.20,8.32,42.90,52.00,13.50,4.92,32.00,9.89,28.80,13.40,17560.00,3.20
8.36,53.60,62.70,26920.00,14.90,6.19,24.50,62.30,17.40,2.39,36.40,12.80,25.20,9.36,13940.00,13.52
7.47,29.00,28.60,36839.00,16.70,3.07,30.60,90.00,15.00,3.64,55.90,12.80,48.00,13.40,17920.00,4.11
7.58,28.10,33.30,37250.00,14.30,4.42,20.80,82.30,17.60,4.81,34.90,14.50,28.30,14.10,17340.00,3.65
7.35,27.00,31.40,52071.00,18.20,6.17,19.80,50.80,11.60,6.31,27.60,12.80,33.30,13.80,18180.00,2.19
7.30,6.76,14.90,57000.00,18.20,10.60,14.00,39.20,8.02,5.77,15.90,8.82,28.10,10.90,14340.00,1.82
7.23,29.20,30.60,50681.00,28.80,0.30,22.00,60.30,11.20,0.22,35.50,9.54,24.30,9.75,19700.00,2.74
7.41,24.40,31.00,33810.00,18.70,5.38,37.80,70.30,17.40,1.14,31.20,13.50,24.00,11.50,17260.00,3.19
7.19,32.30,34.10,46090.00,17.60,8.57,25.60,53.00,11.40,5.87,21.40,10.30,22.80,6.94,13900.00,2.74
7.06,25.30,29.20,48370.00,26.30,2.84,17.00,89.20,16.40,1.85,47.10,12.60,40.10,8.87,15360.00,2.70
7.51,5.35,12.60,55121.00,18.60,10.19,17.60,35.90,9.46,4.21,18.70,9.51,26.00,11.90,14000.00,1.83
7.26,23.90,27.30,33730.00,18.60,10.47,23.60,32.30,16.40,0.24,37.70,10.60,24.00,9.17,11100.00,3.91
7.36,27.30,29.20,36010.00,16.80,5.04,25.30,53.90,24.60,0.30,34.10,16.70,23.40,9.19,12640.00,2.46
7.22,16.30,19.30,48840.00,26.50,9.76,10.60,43.70,7.65,0.08,21.60,6.07,18.00,8.70,20450.00,3.65
7.27,24.30,28.70,42840.00,20.60,6.86,37.00,62.60,17.70,0.81,34.20,13.40,26.40,10.40,17920.00,3.66
7.22,34.10,37.80,48050.00,24.60,15.53,16.50,56.50,11.00,0.16,42.40,10.10,28.80,9.43,16700.00,3.65
7.13,27.20,31.00,45639.00,25.70,8.37,26.50,26.20,10.50,6.02,12.20,12.00,15.20,9.49,14300.00,1.83
7.83,62.70,65.50,27120.00,16.90,3.98,17.70,42.00,39.70,2.96,45.00,35.80,18.00,8.16,15000.00,3.78
7.55,31.00,32.70,36560.00,19.60,7.86,22.40,76.10,9.47,1.75,32.00,4.36,23.10,6.83,13040.00,1.86
7.48,30.90,37.50,37721.00,19.70,4.32,20.40,57.00,15.50,6.10,19.40,13.30,28.70,14.20,16120.00,2.74
7.41,47.20,48.60,18760.00,24.10,9.25,17.30,115.00,8.67,5.41,30.40,8.20,36.40,10.90,13320.00,3.65
7.46,16.60,19.20,45879.00,20.50,9.17,34.50,40.50,9.25,7.09,20.90,7.38,20.10,11.00,17540.00,3.19
7.30,26.30,28.20,44320.00,28.90,1.96,27.50,61.10,16.80,1.85,34.00,13.90,29.60,13.30,17100.00,2.74
7.20,27.10,39.80,43220.00,19.10,6.28,25.30,58.20,15.50,2.14,17.80,14.60,21.70,12.00,14420.00,3.65
7.67,11.80,14.00,32270.00,19.20,9.41,21.50,26.10,10.00,5.80,18.80,12.50,21.40,9.74,9620.00,2.42
7.35,28.90,39.10,27140.00,19.90,9.70,14.50,73.20,12.90,3.99,35.90,8.72,34.60,8.61,17000.00,1.82
7.30,43.10,70.40,30720.00,29.20,7.83,26.00,66.40,11.50,4.74,27.50,11.30,26.60,9.75,13500.00,2.28
7.28,23.40,28.30,27621.00,20.60,11.59,17.90,65.50,8.67,5.90,27.50,8.30,23.10,8.10,13020.00,2.28
7.25,24.90,28.80,27690.00,17.20,10.79,21.10,59.00,13.90,4.14,16.70,13.40,16.70,8.38,14280.00,2.74
7.26,32.60,38.70,55920.00,29.20,7.86,13.40,37.60,10.30,0.13,44.40,4.55,18.90,7.86,19100.00,2.74
7.22,16.60,25.00,47001.00,22.70,9.72,26.80,41.20,7.97,5.41,22.00,5.40,22.60,10.40,13940.00,2.74
7.24,6.62,20.80,54379.00,24.40,9.53,24.00,20.00,8.44,7.19,10.80,8.05,7.80,9.27,14720.00,0.91
7.39,36.70,52.50,39231.00,29.50,8.50,24.50,54.60,8.41,5.42,20.20,8.98,25.40,10.20,13980.00,2.28
7.38,31.20,34.20,36960.00,22.60,3.13,18.90,70.30,23.10,3.05,41.80,21.80,26.00,14.90,16000.00,2.75
7.52,11.40,12.20,42920.00,28.30,3.28,36.30,68.00,19.90,1.60,34.60,16.30,26.00,13.10,15860.00,4.57
7.33,22.40,22.70,41780.00,16.80,7.01,5.63,49.00,15.30,3.90,27.00,11.70,27.70,14.00,17200.00,2.28
7.35,25.20,25.20,45310.00,18.60,5.20,17.80,34.30,7.33,4.39,25.00,4.82,18.30,6.69,15960.00,2.00
7.46,35.40,36.70,36080.00,18.60,5.84,23.20,33.00,25.50,3.88,25.30,19.00,20.00,10.90,16060.00,2.64
7.10,21.70,30.60,50040.00,18.90,9.22,19.70,52.20,5.44,5.10,20.60,5.11,20.90,8.38,14480.00,0.91
7.21,37.50,48.90,20389.00,21.30,8.12,32.10,43.20,13.00,0.07,36.20,9.33,22.00,7.75,15550.00,4.56
7.40,15.00,20.80,55711.00,28.90,1.97,19.10,56.90,16.20,1.78,40.20,12.10,26.90,11.40,17700.00,2.74
7.34,44.80,55.20,22650.00,29.00,9.05,8.50,84.40,10.00,5.78,33.90,10.20,31.50,9.70,13420.00,3.65
7.31,21.40,27.80,48060.00,17.10,10.63,23.50,40.60,15.80,0.09,37.80,12.50,24.20,14.20,16320.00,2.28
7.53,24.80,25.20,24509.00,17.20,2.81,25.60,53.50,14.70,7.32,24.80,14.30,27.50,13.60,16500.00,2.28
7.26,36.50,37.80,42581.00,18.70,9.59,22.80,61.60,14.30,0.16,39.20,11.80,23.70,11.00,16300.00,3.19
7.29,43.00,44.20,34299.00,28.80,5.44,12.80,51.70,13.70,3.41,26.00,13.60,24.50,10.60,13780.00,2.74
7.27,14.90,17.10,46530.00,17.10,8.55,39.10,50.40,10.50,3.47,32.80,10.10,32.00,9.94,17500.00,3.65
9.11,51.40,57.80,26050.00,16.70,4.68,19.40,46.20,21.80,2.30,31.10,18.90,22.50,13.40,9600.00,12.79
7.26,22.20,26.80,40730.00,19.20,10.80,26.30,48.80,14.00,4.37,18.10,9.13,18.10,9.13,14580.00,3.20
7.58,24.20,25.20,10010.00,16.60,7.91,21.60,213.00,5.35,6.31,40.60,0.85,31.60,9.30,5900.00,0.92
7.15,25.40,30.70,40010.00,19.60,5.42,29.40,64.80,13.10,0.52,25.60,13.30,23.30,12.60,14300.00,3.19
7.36,21.60,27.30,43060.00,24.60,8.79,28.10,32.90,8.61,7.12,24.20,8.29,22.20,10.90,16620.00,1.83
7.45,33.30,34.20,28790.00,18.20,7.27,26.60,31.40,9.36,6.49,23.10,6.23,29.00,7.71,8160.00,0.95
7.32,33.60,34.10,39760.00,17.60,2.64,13.80,74.90,18.60,2.51,30.20,17.80,32.90,9.19,16240.00,1.99
7.30,15.50,21.40,48189.00,17.10,9.99,18.90,53.60,8.02,3.83,22.40,10.30,27.00,13.10,14220.00,2.28
7.45,32.70,34.50,25290.00,17.10,6.31,14.40,40.20,16.40,3.32,27.00,13.50,20.80,14.60,8340.00,2.46
7.13,37.70,47.80,33079.00,16.00,9.67,29.20,83.60,16.90,0.10,43.00,13.30,31.50,10.90,15060.00,3.65
7.33,47.90,49.10,32841.00,19.30,6.69,31.00,125.00,20.80,0.19,45.00,14.00,25.00,11.60,20050.00,2.74
7.46,17.70,19.70,41950.00,22.50,8.70,34.30,33.30,10.40,7.59,16.60,10.50,18.00,10.40,16480.00,2.28
7.17,12.90,14.90,45120.00,19.30,9.33,20.30,34.70,8.55,7.55,9.30,10.80,9.70,8.32,14660.00,0.91
7.18,32.20,68.90,34181.00,15.80,10.97,24.00,66.00,14.10,1.09,41.20,13.50,34.30,9.80,15320.00,3.19
7.25,31.40,34.00,58920.00,28.60,4.99,21.40,61.90,12.10,0.08,33.90,8.43,19.10,8.12,20900.00,3.65
7.10,35.70,35.90,8070.00,28.90,6.24,21.20,44.10,13.30,0.13,37.50,9.75,23.60,8.38,15300.00,3.65
7.12,26.10,34.40,53020.00,26.20,4.37,21.40,29.80,12.30,3.83,13.00,13.20,13.20,11.00,12580.00,1.83
7.31,35.90,37.60,36860.00,22.00,3.24,17.30,77.30,28.60,3.27,44.90,23.20,25.80,12.80,15300.00,2.86
7.30,41.90,44.50,38510.00,19.60,6.42,25.10,91.10,20.60,0.18,49.60,13.40,26.00,10.20,19900.00,3.19
6.89,25.40,28.70,46240.00,28.60,3.20,27.70,66.60,6.05,4.20,31.20,7.54,26.50,7.43,16860.00,2.74
7.13,13.20,21.90,39591.00,15.30,11.66,16.90,56.20,11.20,5.34,21.60,10.60,19.40,13.80,14740.00,2.63
7.08,42.10,44.80,48050.00,23.50,11.93,23.00,41.60,17.60,0.16,39.50,11.50,22.30,9.96,17100.00,3.65
6.98,19.60,51.70,23821.00,19.30,11.84,26.00,95.60,14.90,4.20,33.60,13.00,22.20,12.10,13000.00,3.66
7.39,39.80,49.80,24170.00,19.70,9.33,17.10,112.00,15.50,4.22,34.90,7.63,37.40,7.22,13160.00,3.19
7.29,12.40,16.00,43880.00,24.70,5.85,31.90,46.20,11.90,6.06,21.40,11.80,18.80,10.90,16600.00,3.19
7.16,28.50,30.70,66960.00,28.90,3.96,22.60,50.00,14.30,0.14,35.20,11.30,24.60,8.54,20150.00,3.19
7.12,44.30,53.10,27351.00,17.70,9.27,32.60,84.50,15.70,0.09,45.80,11.30,31.70,10.20,14940.00,3.65
7.49,25.10,31.30,37210.00,18.90,3.35,17.10,60.10,29.60,3.41,31.20,27.10,23.80,14.20,15720.00,2.45
7.09,28.90,35.60,41010.00,22.80,6.73,24.80,48.60,12.90,3.95,33.40,12.50,20.00,11.70,13980.00,2.74
7.20,27.40,46.20,35411.00,18.50,10.92,21.90,56.00,13.60,4.69,19.90,11.00,29.80,10.70,14060.00,2.28
7.21,14.70,17.50,57931.00,24.80,9.01,30.00,17.70,7.83,7.02,9.60,7.10,12.30,8.99,14680.00,0.91
7.57,19.20,27.30,45010.00,17.60,6.97,15.30,70.70,15.40,1.91,29.10,13.70,28.10,14.20,17160.00,3.65
7.17,24.60,45.30,42550.00,27.60,7.87,21.50,38.00,12.10,6.54,17.50,13.70,17.50,13.00,13920.00,1.82
7.35,12.90,14.10,67990.00,29.10,9.17,10.30,29.90,6.49,0.13,18.90,5.49,13.40,7.07,20550.00,1.37
7.41,21.00,32.70,43789.00,19.20,8.70,7.38,71.40,13.20,2.06,25.00,15.40,25.60,14.00,14020.00,2.74
7.22,28.60,32.30,66460.00,28.90,4.95,22.30,67.80,12.70,0.13,37.60,11.60,20.20,9.43,20900.00,3.19
7.30,33.20,36.50,40670.00,25.70,5.65,18.90,55.00,9.38,0.07,48.00,11.10,19.40,7.65,18650.00,3.66
7.39,31.90,33.90,37151.00,16.80,3.12,32.70,72.40,16.90,4.04,34.30,13.90,28.30,12.60,17900.00,3.65
7.13,30.30,37.20,27000.00,20.70,11.73,18.80,64.40,10.70,5.60,35.60,7.63,23.50,8.36,13580.00,1.83
7.35,35.10,64.40,31811.00,29.90,8.52,27.20,72.60,4.48,5.34,17.20,11.80,19.70,11.90,13740.00,3.19
7.03,25.10,31.70,47211.00,26.40,7.70,15.90,23.80,12.60,5.86,15.20,11.70,15.60,10.30,14240.00,1.82
7.37,25.40,30.50,66040.00,28.80,7.58,19.70,54.60,11.50,0.13,34.90,8.33,16.80,7.91,21700.00,3.65
7.06,28.60,29.80,41449.00,29.10,2.69,13.70,64.30,15.30,1.77,33.10,11.00,26.70,8.13,16300.00,4.11
7.26,18.40,22.30,44851.00,20.10,8.93,30.90,25.80,10.70,7.42,16.80,9.62,19.60,11.40,17220.00,1.37
7.20,26.60,29.30,40040.00,29.70,2.10,24.10,59.50,21.40,1.15,34.00,14.20,28.00,11.10,16360.00,4.56
7.40,22.00,24.80,41210.00,19.20,6.25,37.30,74.40,16.00,2.01,37.60,13.70,23.20,12.10,17360.00,3.65
7.07,18.80,25.60,51170.00,24.30,9.17,17.10,17.30,6.83,6.80,13.80,9.21,14.60,10.50,14100.00,2.82
7.36,35.50,40.60,38610.00,28.90,8.20,27.50,38.30,12.50,4.79,19.80,10.20,21.60,11.90,13540.00,1.83
7.28,21.30,29.20,48101.00,19.10,5.34,19.70,60.40,17.70,0.46,25.10,13.10,21.20,13.70,17640.00,4.56
7.14,25.30,28.20,45069.00,19.50,5.10,24.00,79.20,14.70,0.42,25.90,13.10,25.10,12.30,17660.00,3.66
7.84,32.68,36.24,20330.00,26.20,2.40,18.40,58.70,14.20,4.77,26.60,11.80,25.00,9.00,10260.00,2.61
7.08,32.50,54.00,42790.00,26.10,3.00,16.70,85.10,17.90,2.47,45.50,13.20,31.80,9.19,15240.00,2.70
7.19,38.10,39.60,17730.00,23.30,9.35,18.90,127.00,18.60,5.13,36.10,15.10,40.00,8.41,12880.00,4.11
7.42,39.70,55.80,22410.00,24.20,9.37,15.50,122.00,9.03,5.56,29.80,6.60,34.40,10.20,13140.00,3.66
7.08,40.30,45.10,44859.00,21.60,14.45,24.00,75.10,18.00,0.27,46.00,13.80,22.60,10.90,16150.00,2.74
7.13,18.00,21.90,40940.00,19.00,11.10,25.40,54.30,14.70,4.90,23.90,11.40,25.30,9.34,15060.00,2.74
7.42,44.90,71.40,23330.00,25.30,8.24,13.60,58.60,21.10,5.65,26.70,15.10,38.60,9.44,12840.00,3.65
7.49,57.00,58.40,23720.00,22.70,8.60,19.80,77.70,13.50,3.89,42.70,8.51,35.10,7.22,13340.00,5.94
7.24,29.10,37.40,38730.00,16.20,11.06,26.20,114.00,14.50,0.29,42.90,11.30,29.90,10.40,15140.00,4.11
7.34,27.10,36.10,45280.00,18.70,5.28,8.64,82.20,16.30,2.65,28.90,14.90,30.20,12.80,17340.00,4.11
7.08,27.80,30.30,41380.00,18.90,3.99,13.20,18.50,21.50,0.99,21.40,17.70,22.70,7.86,16140.00,1.94
7.33,27.70,38.80,45291.00,19.70,7.72,21.20,67.90,11.20,0.39,42.20,6.96,26.60,9.64,16800.00,2.28
7.26,22.90,33.90,41030.00,17.60,10.96,19.10,60.30,12.70,1.45,25.50,9.06,21.30,11.20,11580.00,1.82
7.27,31.50,37.80,35490.00,16.30,2.50,37.30,66.00,17.10,3.66,38.80,14.50,32.40,12.80,18020.00,3.65
7.34,45.20,69.30,31500.00,28.90,8.20,29.30,62.20,11.20,4.77,34.30,13.20,28.10,11.40,13160.00,3.19
7.18,18.40,39.40,47039.00,22.40,9.74,29.30,30.40,9.94,5.67,20.60,7.33,20.80,9.83,13840.00,2.28
7.41,28.70,30.90,10020.00,16.50,8.67,21.50,240.00,5.30,2.58,132.00,2.77,28.20,8.48,7540.00,0.00
7.18,23.20,23.30,45840.00,22.90,8.66,29.10,37.60,5.24,4.85,18.60,4.75,19.00,8.75,16120.00,2.19
7.17,26.60,33.00,47740.00,19.80,7.80,25.00,37.20,14.00,4.68,16.70,13.50,15.10,10.70,15640.00,1.82
8.10,38.90,41.10,23600.00,17.60,4.78,17.60,29.40,41.70,3.15,29.40,41.70,19.80,13.40,14580.00,3.87
7.24,22.60,25.60,35719.00,18.10,11.37,20.00,58.60,14.80,4.79,22.60,11.80,25.50,11.70,14180.00,2.74
7.25,34.10,35.20,41170.00,28.20,5.76,9.73,41.10,11.60,4.89,20.20,14.00,21.70,11.10,14100.00,2.28
7.38,27.80,34.80,43889.00,28.60,2.62,28.90,60.80,10.40,3.11,27.00,8.84,24.10,7.59,13960.00,4.11
7.23,30.20,31.00,26631.00,18.60,9.45,15.00,41.40,11.00,0.08,45.80,6.23,34.40,8.28,17200.00,3.20
7.21,35.70,38.30,42621.00,20.10,4.95,25.30,57.80,20.10,0.19,38.20,12.30,23.90,9.93,15600.00,3.65
7.33,28.20,34.20,47360.00,19.60,10.04,19.90,48.30,14.70,0.09,35.40,10.40,29.60,12.10,16400.00,3.19
7.24,22.30,29.50,53000.00,19.80,5.74,15.10,43.00,14.50,0.57,19.40,12.90,16.60,11.90,18260.00,2.28
7.58,40.10,41.00,43880.00,28.20,3.25,35.10,64.40,22.60,1.88,38.40,17.50,30.60,12.80,16640.00,4.11
7.40,23.10,27.90,28000.00,17.90,7.63,17.70,42.80,15.30,5.09,28.90,6.12,20.20,10.50,11720.00,2.53
7.44,19.70,23.70,40139.00,19.20,10.50,18.40,62.70,11.40,0.09,37.40,9.59,27.60,12.60,15500.00,3.19
7.35,30.10,32.80,19470.00,28.40,3.09,19.60,34.90,10.70,4.85,29.30,8.87,20.20,9.57,8720.00,2.27
7.19,25.00,31.90,48051.00,19.60,5.87,7.93,54.10,19.00,0.47,21.80,15.90,19.80,13.10,17640.00,3.66
7.28,33.00,33.80,17670.00,26.40,7.02,18.70,72.20,8.33,0.08,51.50,9.27,21.30,7.70,17750.00,1.83
7.50,31.80,47.10,33180.00,29.80,8.20,28.10,77.00,5.57,5.12,28.60,4.72,27.90,13.50,13780.00,2.28
7.61,27.70,32.40,10040.00,15.70,6.64,23.40,56.40,1.40,6.28,47.00,1.24,29.40,9.63,5820.00,3.71
7.40,19.90,26.10,47450.00,17.20,5.72,34.20,47.20,15.40,0.57,27.00,11.80,30.40,9.09,17260.00,2.74
9.21,51.10,55.00,27390.00,17.90,5.72,24.00,51.80,18.40,3.28,29.20,18.40,22.10,11.10,13680.00,13.89
7.46,28.20,29.30,46581.00,22.70,5.63,39.60,48.00,13.50,5.45,34.80,11.50,20.00,9.57,17840.00,3.19
7.45,47.60,77.70,22940.00,28.60,9.07,14.50,81.00,8.72,5.51,41.20,8.36,30.80,11.80,13220.00,3.66
7.47,43.70,58.90,34581.00,28.90,6.06,27.40,40.90,16.50,3.97,23.30,15.90,24.60,10.50,13700.00,3.19
7.15,34.60,37.10,45559.00,28.90,6.93,22.90,44.10,16.90,0.14,42.80,11.50,24.10,10.00,18950.00,3.19
7.24,17.00,22.70,47830.00,21.30,3.55,38.50,56.00,15.70,4.39,21.00,13.60,21.30,10.80,16920.00,2.74
6.96,24.30,32.50,40410.00,18.40,2.80,11.90,63.30,19.00,2.48,49.80,17.00,17.40,14.70,16800.00,1.99
7.45,20.00,22.90,10320.00,16.00,9.31,19.80,89.30,5.30,3.93,107.00,3.98,33.30,8.26,8380.00,0.00
